u,view_errors,r_mean,beat_cv,N_beats,cell,axis,metric,rule,tau,value,mcse,n,lo95,hi95
base,False,0.53,0.25,10,28,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.06837,0.000798094875938945,100000,0.0668057627745752,0.0699342372254248
base,False,0.53,0.25,10,28,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.10625,0.0009744790274808381,100000,0.10434005618738254,0.10815994381261745
base,False,0.53,0.25,10,28,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.02886,0.0005294062749911451,100000,0.027822382759643254,0.029897617240356746
base,False,0.53,0.25,10,28,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00861,0.00029216207659448206,100000,0.008037372847709572,0.009182627152290427
base,False,0.53,0.25,13,29,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.20897,0.0012856964614558135,100000,0.2064500812206192,0.21148991877938078
base,False,0.53,0.25,13,29,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0904,0.0009067956770960038,100000,0.08862271311753621,0.09217728688246378
base,False,0.53,0.25,13,29,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.03964,0.0006169981393813113,100000,0.03843070585874565,0.04084929414125436
base,False,0.53,0.25,13,29,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.05469,0.0007190201937358922,100000,0.05328074630500463,0.056099253694995375
base,False,0.53,0.25,13,29,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.01288,0.0003565684450424631,100000,0.012181138684180795,0.013578861315819207
base,False,0.53,0.25,13,29,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00345,0.0001854210748539658,100000,0.003086581368444922,0.003813418631555078
base,False,0.53,0.3,1,30,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.57053,0.0015653290999019984,100000,0.5674620113160397,0.5735979886839603
base,False,0.53,0.3,1,30,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.47362,0.0015789366535741707,100000,0.47052534100071414,0.47671465899928583
base,False,0.53,0.3,1,30,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.38219,0.0015366222824754298,100000,0.3791782756447503,0.38520172435524963
base,False,0.53,0.3,1,30,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.44271,0.0015707254881105102,100000,0.43963143458942094,0.44578856541057904
base,False,0.53,0.3,1,30,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.29824,0.0014466958989366079,100000,0.2954045281191366,0.3010754718808634
base,False,0.53,0.3,1,30,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.19124,0.0012436529355089386,100000,0.18880248501790814,0.19367751498209185
base,False,0.53,0.3,3,31,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.47726,0.001579502745803248,100000,0.4741642314803245,0.48035576851967554
base,False,0.53,0.3,3,31,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.34542,0.0015036789005635478,100000,0.34247284348733587,0.34836715651266414
base,False,0.53,0.3,3,31,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.24161,0.0013536417838556846,100000,0.23895691083474707,0.2442630891652529
base,False,0.53,0.3,3,31,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.29945,0.001448377359323184,100000,0.2966112325173115,0.3022887674826885
base,False,0.53,0.3,3,31,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.15004,0.0011292829512571242,100000,0.1478266460697223,0.15225335393027772
base,False,0.53,0.3,3,31,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.07112,0.0008127849998615871,100000,0.06952697066053129,0.07271302933946872
base,False,0.53,0.3,5,32,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.42181,0.0015616860244620236,100000,0.41874915161275134,0.4248708483872487
base,False,0.53,0.3,5,32,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.27853,0.0014175720055785526,100000,0.27575160990165826,0.28130839009834174
base,False,0.53,0.3,5,32,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.17651,0.0012056293787893525,100000,0.17414700982023051,0.1788729901797695
base,False,0.53,0.3,5,32,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.23217,0.001335166997420173,100000,0.22955312075106835,0.23478687924893163
base,False,0.53,0.3,5,32,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.09816,0.0009408752010761044,100000,0.09631591847739807,0.10000408152260193
base,False,0.53,0.3,5,32,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0398,0.0006181905854993264,100000,0.0385883687072824,0.04101163129271761
base,False,0.53,0.3,7,33,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.38911,0.0015417633018722425,100000,0.3860881994318093,0.39213180056819075
base,False,0.53,0.3,7,33,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.24182,0.001354042420310383,100000,0.2391661256017188,0.24447387439828122
base,False,0.53,0.3,7,33,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.14418,0.001110820091644007,100000,0.14200283260990104,0.14635716739009896
base,False,0.53,0.3,7,33,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.19372,0.0012497702252814314,100000,0.1912704953501765,0.1961695046498235
base,False,0.53,0.3,7,33,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0729,0.0008221045553942638,100000,0.07128870466719124,0.07451129533280877
base,False,0.53,0.3,7,33,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02668,0.0005095898115151048,100000,0.025681222314663608,0.02767877768533639
base,False,0.53,0.3,10,34,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.34172,0.0014998247951010812,100000,0.33878039739529453,0.3446596026047055
base,False,0.53,0.3,10,34,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.1963,0.001256050596114663,100000,0.19383818604943673,0.19876181395056328
base,False,0.53,0.3,10,34,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.10764,0.0009800695403898644,100000,0.10571909898333932,0.10956090101666068
base,False,0.53,0.3,10,34,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.13848,0.001092260452456281,100000,0.13633920883456196,0.14062079116543802
base,False,0.53,0.3,10,34,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.04669,0.0006671584811722025,100000,0.045382393394607805,0.0479976066053922
base,False,0.53,0.3,10,34,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01674,0.0004057064505279649,100000,0.01594482996239741,0.017535170037602594
base,False,0.53,0.3,13,35,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.21283,0.0012943469051996841,100000,0.2102931266622972,0.2153668733377028
base,False,0.53,0.3,13,35,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.10005,0.0009488940799688867,100000,0.09819020176344787,0.10190979823655213
base,False,0.53,0.3,13,35,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.04665,0.0006668866282959945,100000,0.04534292621645847,0.047957073783541526
base,False,0.53,0.3,13,35,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.0556,0.0007246284565209953,100000,0.054179754311843284,0.05702024568815671
base,False,0.53,0.3,13,35,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.01483,0.00038223122713875693,100000,0.014080840555132213,0.015579159444867785
base,False,0.53,0.3,13,35,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00428,0.00020643840727926574,100000,0.003875388153515301,0.004684611846484698
base,False,0.64,0.05,1,36,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.23626,0.0013432840816446831,100000,0.23362721155820335,0.23889278844179665
base,False,0.64,0.05,1,36,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.08325,0.0008736099673195127,100000,0.08153775591401258,0.08496224408598743
base,False,0.64,0.05,1,36,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.02189,0.0004627183581834635,100000,0.020983088675821306,0.022796911324178694
base,False,0.64,0.05,1,36,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.2047,0.001275922842494796,100000,0.20219923716193253,0.20720076283806746
base,False,0.64,0.05,1,36,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.05966,0.0007490039011914424,100000,0.05819197931780521,0.061128020682194785
base,False,0.64,0.05,1,36,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01181,0.0003416214849800873,100000,0.011140434187812487,0.012479565812187511
base,False,0.64,0.05,3,37,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.06784,0.0007952215691239769,100000,0.06628139435249349,0.06939860564750651
base,False,0.64,0.05,3,37,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00593,0.00024279281496782397,100000,0.005454134823204404,0.0064058651767955966
base,False,0.64,0.05,3,37,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00032,5.65594908039314e-05,100000,0.00020914543416596343,0.0004308545658340366
base,False,0.64,0.05,3,37,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.05552,0.0007241376222790803,100000,0.0541007163292874,0.0569392836707126
base,False,0.64,0.05,3,37,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00308,0.0001752288104165522,100000,0.0027365578398207326,0.003423442160179267
base,False,0.64,0.05,3,37,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,5e-05,2.2360120751015635e-05,100000,6.174968292356397e-06,9.382503170764361e-05
base,False,0.64,0.05,5,38,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.02354,0.000479435797578779,100000,0.022600323096434304,0.024479676903565693
base,False,0.64,0.05,5,38,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00067,8.182610219239335e-05,100000,0.000509623785442588,0.0008303762145574121
base,False,0.64,0.05,5,38,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,6e-05,2.4494162569885914e-05,100000,1.1992323152876125e-05,0.00010800767684712388
base,False,0.64,0.05,5,38,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.01845,0.00042555372751275486,100000,0.01761593001400919,0.01928406998599081
base,False,0.64,0.05,5,38,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00023,4.795279970971455e-05,100000,0.00013601423886974902,0.000323985761130251
base,False,0.64,0.05,5,38,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0,0.0,100000,0.0,0.0
base,False,0.64,0.05,7,39,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00881,0.00029550607269563853,100000,0.008230818735735166,0.009389181264264834
base,False,0.64,0.05,7,39,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00017,4.122755146743498e-05,100000,8.919548331568027e-05,0.00025080451668431977
base,False,0.64,0.05,7,39,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,1e-05,9.999949999874999e-06,100000,-9.599542001555002e-06,2.9599542001555005e-05
base,False,0.64,0.05,7,39,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00737,0.0002704751947961217,100000,0.006839878355306614,0.007900121644693385
base,False,0.64,0.05,7,39,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,7e-05,2.6456587081481237e-05,100000,1.81460417574317e-05,0.00012185395824256829
base,False,0.64,0.05,7,39,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0,0.0,100000,0.0,0.0
base,False,0.64,0.05,10,40,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00213,0.00014578968070477416,100000,0.001844257474247148,0.002415742525752852
base,False,0.64,0.05,10,40,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0,0.0,100000,0.0,0.0
base,False,0.64,0.05,10,40,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0,0.0,100000,0.0,0.0
base,False,0.64,0.05,10,40,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.0018,0.00013404327659379263,100000,0.0015372800034341239,0.002062719996565876
base,False,0.64,0.05,10,40,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,1e-05,9.999949999874999e-06,100000,-9.599542001555002e-06,2.9599542001555005e-05
base,False,0.64,0.05,10,40,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0,0.0,100000,0.0,0.0
base,False,0.64,0.05,13,41,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00072,8.482226122899577e-05,100000,0.0005537514215925726,0.0008862485784074275
base,False,0.64,0.05,13,41,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0,0.0,100000,0.0,0.0
base,False,0.64,0.05,13,41,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0,0.0,100000,0.0,0.0
base,False,0.64,0.05,13,41,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00037,6.081637115119579e-05,100000,0.0002508021019330177,0.0004891978980669824
base,False,0.64,0.05,13,41,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.0,0.0,100000,0.0,0.0
base,False,0.64,0.05,13,41,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0,0.0,100000,0.0,0.0
base,False,0.64,0.1,1,42,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.3396,0.0014975708330493085,100000,0.33666481507977336,0.34253518492022667
base,False,0.64,0.1,1,42,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.17705,0.0012070762092759512,100000,0.1746841740845627,0.17941582591543734
base,False,0.64,0.1,1,42,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.08193,0.000867280087976197,100000,0.08023016224964982,0.08362983775035018
base,False,0.64,0.1,1,42,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.26613,0.001397515019955063,100000,0.2633909208714288,0.26886907912857116
base,False,0.64,0.1,1,42,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.10852,0.000983582277188848,100000,0.10659221414567184,0.11044778585432817
base,False,0.64,0.1,1,42,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.03675,0.0005949742641492992,100000,0.035583871861340884,0.03791612813865911
base,False,0.64,0.1,3,43,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.17529,0.0012023452744532247,100000,0.17293344654650156,0.17764655345349845
base,False,0.64,0.1,3,43,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.05136,0.0006980125385693298,100000,0.04999192055285551,0.0527280794471445
base,False,0.64,0.1,3,43,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01339,0.00036346537524226433,100000,0.012677620949278672,0.01410237905072133
base,False,0.64,0.1,3,43,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.10642,0.0009751655428695171,100000,0.10450871064193529,0.10833128935806471
base,False,0.64,0.1,3,43,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.01847,0.00042577997956691206,100000,0.017635486568128116,0.019304513431871884
base,False,0.64,0.1,3,43,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.0028,0.0001670975762840383,100000,0.002472494765996031,0.003127505234003969
base,False,0.64,0.1,5,44,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.10177,0.000956100764041113,100000,0.09989607692210692,0.10364392307789308
base,False,0.64,0.1,5,44,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.02006,0.00044336888027916437,100000,0.019191012955932528,0.020928987044067475
base,False,0.64,0.1,5,44,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00391,0.00019735024448933424,100000,0.003523200625409707,0.004296799374590294
base,False,0.64,0.1,5,44,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.05443,0.0007174076602601898,100000,0.053023906812565795,0.0558360931874342
base,False,0.64,0.1,5,44,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00544,0.0002326028030785528,100000,0.004984106879666948,0.005895893120333053
base,False,0.64,0.1,5,44,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00049,6.998284789861012e-05,100000,0.0003528361375012485,0.0006271638624987515
base,False,0.64,0.1,7,45,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.06365,0.0007720017972777006,100000,0.062136904269400405,0.06516309573059959
base,False,0.64,0.1,7,45,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00957,0.00030787034771150013,100000,0.008966585201817978,0.010173414798182023
base,False,0.64,0.1,7,45,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00174,0.00013179424873643007,100000,0.0014816880170695516,0.0019983119829304484
base,False,0.64,0.1,7,45,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.02937,0.0005339232444836992,100000,0.028323529662048753,0.030416470337951248
base,False,0.64,0.1,7,45,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00191,0.0001380707029025347,100000,0.0016393863928563365,0.0021806136071436636
base,False,0.64,0.1,7,45,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00016,3.9996799871989764e-05,100000,8.160771213569547e-05,0.00023839228786430455
base,False,0.64,0.1,10,46,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.03686,0.0005958300126713994,100000,0.03569219462504451,0.03802780537495548
base,False,0.64,0.1,10,46,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00396,0.0001986030815470898,100000,0.0035707451098786398,0.004349254890121361
base,False,0.64,0.1,10,46,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00042,6.479379599930846e-05,100000,0.0002930064924180114,0.0005469935075819887
base,False,0.64,0.1,10,46,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.01322,0.00036118183232272357,100000,0.012512096611193426,0.013927903388806576
base,False,0.64,0.1,10,46,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00044,6.631790105243078e-05,100000,0.00031001930138167355,0.0005699806986183265
base,False,0.64,0.1,10,46,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,4e-05,1.9999599995999918e-05,100000,8.015039934400212e-07,7.919849600655999e-05
base,False,0.64,0.1,13,47,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.02198,0.0004636472754152665,100000,0.021071268031487993,0.022888731968512006
base,False,0.64,0.1,13,47,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00184,0.00013552174733230088,100000,0.0015743822540115943,0.0021056177459884058
base,False,0.64,0.1,13,47,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.00021,4.582094499243768e-05,100000,0.00012019259736884188,0.00029980740263115815
base,False,0.64,0.1,13,47,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.00622,0.0002486224366383694,100000,0.005732708974596515,0.006707291025403485
base,False,0.64,0.1,13,47,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.00022,4.689899785709712e-05,100000,0.0001280796525640125,0.0003119203474359875
base,False,0.64,0.1,13,47,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,1e-05,9.999949999874999e-06,100000,-9.599542001555002e-06,2.9599542001555005e-05
base,False,0.64,0.15,1,48,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.42304,0.0015622968936793032,100000,0.41997795433107676,0.4261020456689233
base,False,0.64,0.15,1,48,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.27618,0.0014138762590835167,100000,0.2734088534317416,0.27895114656825837
base,False,0.64,0.15,1,48,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.1676,0.0011811445296829681,100000,0.16528499924302445,0.16991500075697555
base,False,0.64,0.15,1,48,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.33168,0.001488853174762374,100000,0.32876190137618,0.33459809862381995
base,False,0.64,0.15,1,48,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.17064,0.0011896301542916605,100000,0.16830836772427388,0.1729716322757261
base,False,0.64,0.15,1,48,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.07903,0.0008531369122245268,100000,0.07735788236496877,0.08070211763503124
base,False,0.64,0.15,3,49,AP,p_any_trigger,any trigger (diff >= t_warn),2.0,0.28164,0.001422388520763578,100000,0.27885216970529014,0.28442783029470986
base,False,0.64,0.15,3,49,AP,p_any_trigger,any trigger (diff >= t_warn),3.0,0.13073,0.001066019076283347,100000,0.1286406409871714,0.13281935901282862
base,False,0.64,0.15,3,49,AP,p_any_trigger,any trigger (diff >= t_warn),4.0,0.05667,0.0007311532746285146,100000,0.055236965903246,0.058103034096754
base,False,0.64,0.15,3,49,SL,p_any_trigger,any trigger (diff >= t_warn),2.0,0.17509,0.0012018048589517352,100000,0.1727345057414295,0.17744549425857048
base,False,0.64,0.15,3,49,SL,p_any_trigger,any trigger (diff >= t_warn),3.0,0.05294,0.0007080773714785695,100000,0.05155219384268738,0.05432780615731262
base,False,0.64,0.15,3,49,SL,p_any_trigger,any trigger (diff >= t_warn),4.0,0.01462,0.0003795557350376885,100000,0.013876084423332592,0.015363915576667407
