u,view_errors,r_mean,beat_cv,N_beats,cell,axis,tau,value,mcse,n,quantity
base,False,0.64,0.1,7,45,AP-SL,5.0,0.25364,0.0013758878965962308,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.1,7,45,AP-SL,6.0,0.15286,0.001137953515746579,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.1,10,46,AP-SL,2.0,0.8176,0.0012211889288721873,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.1,10,46,AP-SL,3.0,0.60742,0.001544218066206972,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.1,10,46,AP-SL,4.0,0.40332,0.0015512993830979242,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.1,10,46,AP-SL,5.0,0.24878,0.0013670717303784759,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.1,10,46,AP-SL,6.0,0.14658,0.00111845564775721,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.1,13,47,AP-SL,2.0,0.82628,0.0011980874826155227,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.1,13,47,AP-SL,3.0,0.61314,0.0015401277232749235,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.1,13,47,AP-SL,4.0,0.40231,0.001550666514438227,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.1,13,47,AP-SL,5.0,0.24551,0.001361010065723248,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.1,13,47,AP-SL,6.0,0.1452,0.0011140779146899915,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,1,48,AP-SL,2.0,0.73544,0.0013948763615460693,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,1,48,AP-SL,3.0,0.58736,0.0015568180060623656,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,1,48,AP-SL,4.0,0.44397,0.0015711799359080423,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,1,48,AP-SL,5.0,0.31991,0.0014750172605769738,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,1,48,AP-SL,6.0,0.22455,0.001319573027535801,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,3,49,AP-SL,2.0,0.76174,0.0013471903072691698,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,3,49,AP-SL,3.0,0.59017,0.001555215004750147,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,3,49,AP-SL,4.0,0.42061,0.0015610804844722133,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,3,49,AP-SL,5.0,0.28518,0.001427768775397473,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,3,49,AP-SL,6.0,0.18474,0.0012272372729020251,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,5,50,AP-SL,2.0,0.7814,0.0013069584538155756,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,5,50,AP-SL,3.0,0.5953,0.001552153053020223,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,5,50,AP-SL,4.0,0.41485,0.0015580419683050904,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,5,50,AP-SL,5.0,0.27215,0.0014074245184023191,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,5,50,AP-SL,6.0,0.17078,0.0011900176116343825,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,7,51,AP-SL,2.0,0.78935,0.0012894827548284623,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,7,51,AP-SL,3.0,0.59683,0.0015512058248343449,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,7,51,AP-SL,4.0,0.41135,0.0015560886141219592,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,7,51,AP-SL,5.0,0.26337,0.00139286123896101,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,7,51,AP-SL,6.0,0.1637,0.0011700526056549767,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,10,52,AP-SL,2.0,0.80381,0.0012557845511870257,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,10,52,AP-SL,3.0,0.60209,0.0015478295510165194,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,10,52,AP-SL,4.0,0.40567,0.0015527454752791907,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,10,52,AP-SL,5.0,0.25601,0.0013801046333521238,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,10,52,AP-SL,6.0,0.15679,0.0011498125755965622,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,13,53,AP-SL,2.0,0.81319,0.0012325259587529992,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,13,53,AP-SL,3.0,0.60367,0.001546779011688483,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,13,53,AP-SL,4.0,0.40152,0.001550166731677596,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,13,53,AP-SL,5.0,0.25052,0.0013702544639591582,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.15,13,53,AP-SL,6.0,0.15108,0.001132496505954875,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,1,54,AP-SL,2.0,0.72086,0.0014185233885981579,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,1,54,AP-SL,3.0,0.58118,0.0015601596315762052,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,1,54,AP-SL,4.0,0.44945,0.0015730374995530146,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,1,54,AP-SL,5.0,0.33758,0.0014953920676531623,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,1,54,AP-SL,6.0,0.24778,0.0013652291807605052,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,3,55,AP-SL,2.0,0.74124,0.0013849305484391627,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,3,55,AP-SL,3.0,0.57824,0.001561660982415838,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,3,55,AP-SL,4.0,0.42325,0.0015624001968125836,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,3,55,AP-SL,5.0,0.29469,0.0014416927685883703,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,3,55,AP-SL,6.0,0.19998,0.001264863627431827,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,5,56,AP-SL,2.0,0.758,0.0013543854695026818,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,5,56,AP-SL,3.0,0.58409,0.0015586175666275548,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,5,56,AP-SL,4.0,0.41629,0.0015588221062712705,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,5,56,AP-SL,5.0,0.28083,0.0014211421853565535,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,5,56,AP-SL,6.0,0.18496,0.0012278020948019268,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,7,57,AP-SL,2.0,0.7667,0.0013374270447392635,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,7,57,AP-SL,3.0,0.58501,0.0015581184162315777,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,7,57,AP-SL,4.0,0.40942,0.001554976731658709,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,7,57,AP-SL,5.0,0.27038,0.0014045449640363956,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,7,57,AP-SL,6.0,0.17385,0.00119844139406147,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,10,58,AP-SL,2.0,0.7814,0.0013069584538155756,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,10,58,AP-SL,3.0,0.58889,0.0015559516955869807,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,10,58,AP-SL,4.0,0.40599,0.0015529395348821537,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,10,58,AP-SL,5.0,0.26256,0.0013914821105569413,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,10,58,AP-SL,6.0,0.16533,0.0011747169493116205,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,13,59,AP-SL,2.0,0.80031,0.001264175240621331,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,13,59,AP-SL,3.0,0.59609,0.001551665917328856,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,13,59,AP-SL,4.0,0.40394,0.0015516844924146147,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,13,59,AP-SL,5.0,0.25991,0.0013869275103623837,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.2,13,59,AP-SL,6.0,0.16089,0.0011619139722888266,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,1,60,AP-SL,2.0,0.71591,0.0014261236689011231,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,1,60,AP-SL,3.0,0.58192,0.0015597727834527695,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,1,60,AP-SL,4.0,0.4609,0.0015762968946235985,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,1,60,AP-SL,5.0,0.35761,0.0015156684594593898,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,1,60,AP-SL,6.0,0.2723,0.0014076672547161135,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,3,61,AP-SL,2.0,0.72476,0.001412384304642331,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,3,61,AP-SL,3.0,0.57024,0.001565459492928514,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,3,61,AP-SL,4.0,0.42824,0.0015647699588118378,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,3,61,AP-SL,5.0,0.30849,0.0014605612616388263,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,3,61,AP-SL,6.0,0.21865,0.0013070660943502435,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,5,62,AP-SL,2.0,0.73779,0.001390884308272978,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,5,62,AP-SL,3.0,0.57237,0.0015644889999613292,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,5,62,AP-SL,4.0,0.41735,0.0015593876282053798,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,5,62,AP-SL,5.0,0.29166,0.0014373393628506804,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,5,62,AP-SL,6.0,0.19825,0.0012607415972355318,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,7,63,AP-SL,2.0,0.75138,0.001366777581027725,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,7,63,AP-SL,3.0,0.57759,0.0015619852492901461,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,7,63,AP-SL,4.0,0.41653,0.0015589507981331545,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,7,63,AP-SL,5.0,0.28656,0.0014298369361574067,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,7,63,AP-SL,6.0,0.19148,0.0012442484060668914,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,10,64,AP-SL,2.0,0.76443,0.0013419268799006896,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,10,64,AP-SL,3.0,0.5815,0.0015599927884448698,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,10,64,AP-SL,4.0,0.41061,0.0015556652207335613,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,10,64,AP-SL,5.0,0.27506,0.001412097717581896,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,10,64,AP-SL,6.0,0.18078,0.0012169576475785835,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,13,65,AP-SL,2.0,0.79266,0.0012819911247742707,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,13,65,AP-SL,3.0,0.59421,0.0015528183277511893,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,13,65,AP-SL,4.0,0.4074,0.0015537864718165105,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,13,65,AP-SL,5.0,0.26637,0.0013979163891306233,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.25,13,65,AP-SL,6.0,0.16946,0.0011863528497036621,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,1,66,AP-SL,2.0,0.72198,0.0014167740807905825,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,1,66,AP-SL,3.0,0.5916,0.0015543791043371627,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,1,66,AP-SL,4.0,0.47639,0.0015793750912940219,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,1,66,AP-SL,5.0,0.37629,0.0015319785765473353,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,1,66,AP-SL,6.0,0.29714,0.001445156809484701,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,3,67,AP-SL,2.0,0.71267,0.001430983826253812,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,3,67,AP-SL,3.0,0.56556,0.0015674880745957848,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,3,67,AP-SL,4.0,0.43273,0.0015667633742847066,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,3,67,AP-SL,5.0,0.3203,0.0014754928329205805,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,3,67,AP-SL,6.0,0.23476,0.0013403273570288716,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,5,68,AP-SL,2.0,0.72364,0.001414161060134241,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,5,68,AP-SL,3.0,0.56727,0.0015667633742847066,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,5,68,AP-SL,4.0,0.42409,0.0015628105192248994,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,5,68,AP-SL,5.0,0.30605,0.0014573379755568026,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,5,68,AP-SL,6.0,0.2164,0.0013021944555249804,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,7,69,AP-SL,2.0,0.73143,0.001401571100943509,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,7,69,AP-SL,3.0,0.56607,0.001567273923409689,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,7,69,AP-SL,4.0,0.41382,0.00155747554587544,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,7,69,AP-SL,5.0,0.29082,0.0014361188237746903,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,7,69,AP-SL,6.0,0.20098,0.0012672294172721844,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,10,70,AP-SL,2.0,0.74822,0.0013725408248937442,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,10,70,AP-SL,3.0,0.57429,0.0015635888075194195,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,10,70,AP-SL,4.0,0.41417,0.001557668806582452,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,10,70,AP-SL,5.0,0.28503,0.0014275429909463323,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,10,70,AP-SL,6.0,0.19147,0.0012442236097261617,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,13,71,AP-SL,2.0,0.79627,0.0012736721991941254,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,13,71,AP-SL,3.0,0.59824,0.0015503190071723947,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,13,71,AP-SL,4.0,0.41507,0.001558162042600191,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,13,71,AP-SL,5.0,0.27226,0.001407602544754733,100000,measured anchor |AP-SL| >= tau
base,False,0.64,0.3,13,71,AP-SL,6.0,0.17517,0.0012020210942408622,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,1,72,AP-SL,2.0,0.51597,0.0015803321141456311,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,1,72,AP-SL,3.0,0.31989,0.0014749928403216064,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,1,72,AP-SL,4.0,0.18096,0.0012174295807150408,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,1,72,AP-SL,5.0,0.09415,0.0009235029913324591,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,1,72,AP-SL,6.0,0.04773,0.0006741798506333455,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,3,73,AP-SL,2.0,0.4877,0.0015806603366947626,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,3,73,AP-SL,3.0,0.27081,0.0014052471095860686,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,3,73,AP-SL,4.0,0.13355,0.0010757062679932659,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,3,73,AP-SL,5.0,0.06353,0.000771323143047063,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,3,73,AP-SL,6.0,0.02994,0.0005389211111099658,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,5,74,AP-SL,2.0,0.48073,0.001579964135985371,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,5,74,AP-SL,3.0,0.25556,0.0013793081106119836,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,5,74,AP-SL,4.0,0.12446,0.0010438855703572112,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,5,74,AP-SL,5.0,0.05887,0.0007443408029928226,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,5,74,AP-SL,6.0,0.02785,0.000520330447888647,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,7,75,AP-SL,2.0,0.47211,0.0015786771294346415,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,7,75,AP-SL,3.0,0.24425,0.0013586461551853743,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,7,75,AP-SL,4.0,0.11784,0.0010195770417187708,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,7,75,AP-SL,5.0,0.05503,0.0007211220361353548,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,7,75,AP-SL,6.0,0.02591,0.0005023810496027891,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,10,76,AP-SL,2.0,0.47011,0.0015783110843556791,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,10,76,AP-SL,3.0,0.24023,0.0013509979537364224,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,10,76,AP-SL,4.0,0.11334,0.0010024671785150872,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,10,76,AP-SL,5.0,0.05383,0.0007136689085283174,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,10,76,AP-SL,6.0,0.02578,0.0005011525875419582,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,13,77,AP-SL,2.0,0.4662,0.0015775219808294274,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,13,77,AP-SL,3.0,0.23501,0.0013408217625769654,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,13,77,AP-SL,4.0,0.11071,0.0009922363423096334,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,13,77,AP-SL,5.0,0.05152,0.0006990399816891735,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.05,13,77,AP-SL,6.0,0.02488,0.0004925544193284636,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,1,78,AP-SL,2.0,0.52862,0.0015785464693825139,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,1,78,AP-SL,3.0,0.34526,0.0015035143245077515,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,1,78,AP-SL,4.0,0.21238,0.0012933473454567416,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,1,78,AP-SL,5.0,0.12455,0.0010442092582428103,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,1,78,AP-SL,6.0,0.07124,0.0008134178655525092,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,3,79,AP-SL,2.0,0.49511,0.0015810632115763115,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,3,79,AP-SL,3.0,0.29116,0.0014366135680829414,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,3,79,AP-SL,4.0,0.15631,0.001148377916454335,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,3,79,AP-SL,5.0,0.08157,0.0008655422294723696,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,3,79,AP-SL,6.0,0.04183,0.0006330896547883246,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,5,80,AP-SL,2.0,0.48325,0.0015802513644986992,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,5,80,AP-SL,3.0,0.26983,0.0014036444389516883,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,5,80,AP-SL,4.0,0.139,0.0010939789760319894,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,5,80,AP-SL,5.0,0.06878,0.0008003081381567976,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,5,80,AP-SL,6.0,0.03504,0.0005814825741155104,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,7,81,AP-SL,2.0,0.47873,0.0015797075270441677,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,7,81,AP-SL,3.0,0.26129,0.0013893075105965564,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,7,81,AP-SL,4.0,0.13275,0.0010729745453644276,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,7,81,AP-SL,5.0,0.06564,0.0007831436036896427,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,7,81,AP-SL,6.0,0.03273,0.0005626610622746167,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,10,82,AP-SL,2.0,0.47379,0.00157896496446248,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,10,82,AP-SL,3.0,0.25185,0.001372667394163641,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,10,82,AP-SL,4.0,0.12407,0.0010424808636133327,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,10,82,AP-SL,5.0,0.05914,0.0007459387401120819,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,10,82,AP-SL,6.0,0.02887,0.000529495260602019,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,13,83,AP-SL,2.0,0.47084,0.001578447637395679,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,13,83,AP-SL,3.0,0.24606,0.0013620369906871105,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,13,83,AP-SL,4.0,0.12101,0.0010313417469490897,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,13,83,AP-SL,5.0,0.05926,0.0007466475232665009,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.1,13,83,AP-SL,6.0,0.02847,0.0005259226093257448,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,1,84,AP-SL,2.0,0.55808,0.0015704353332754582,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,1,84,AP-SL,3.0,0.38518,0.0015388839059526226,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,1,84,AP-SL,4.0,0.25416,0.0013768176872774405,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,1,84,AP-SL,5.0,0.16226,0.0011658974757670592,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,1,84,AP-SL,6.0,0.10167,0.0009556841062819868,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,3,85,AP-SL,2.0,0.50499,0.0015810600870934666,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,3,85,AP-SL,3.0,0.3179,0.0014725474185913335,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,3,85,AP-SL,4.0,0.18693,0.0012328307876590364,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,3,85,AP-SL,5.0,0.10468,0.00096810173845521,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,3,85,AP-SL,6.0,0.05823,0.0007405353948326845,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,5,86,AP-SL,2.0,0.49135,0.0015809022028575963,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,5,86,AP-SL,3.0,0.29512,0.001442304356229988,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,5,86,AP-SL,4.0,0.16509,0.0011740327589126293,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,5,86,AP-SL,5.0,0.0895,0.0009027167329788454,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,5,86,AP-SL,6.0,0.04854,0.000679587142315097,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,7,87,AP-SL,2.0,0.48436,0.001580365117306757,100000,measured anchor |AP-SL| >= tau
base,False,0.8,0.15,7,87,AP-SL,3.0,0.28043,0.001420524604151579,100000,measured anchor |AP-SL| >= tau
